year	country	total	r0	r1	r2	r3	share
1927	Cameroon	0	0	0	0	0	0.000000%
1927	Canada	0	0	0	0	0	0.000000%
1927	Chile	0	0	0	0	0	0.000000%
1927	China	0	0	0	0	0	0.000000%
1927	Colombia	0	0	0	0	0	0.000000%
1927	Congo	0	0	0	0	0	0.000000%
1927	Costa Rica	0	0	0	0	0	0.000000%
1927	Croatia	0	0	0	0	0	0.000000%
1927	Cuba	0	0	0	0	0	0.000000%
1927	Cyprus	0	0	0	0	0	0.000000%
1927	Czech Republic	0	0	0	0	0	0.000000%
1927	Denmark	0	0	0	0	0	0.000000%
1927	Ecuador	0	0	0	0	0	0.000000%
1927	Egypt	0	0	0	0	0	0.000000%
1927	Estonia	0	0	0	0	0	0.000000%
1927	Finland	0	0	0	0	0	0.000000%
1927	France	1	0	0	1	0	0.000000%
1927	French Polynesia	0	0	0	0	0	0.000000%
1927	Georgia	0	0	0	0	0	0.000000%
1927	Germany	1	0	1	0	0	0.000000%
1927	Greece	0	0	0	0	0	0.000000%
1927	Hong Kong	0	0	0	0	0	0.000000%
1927	Hungary	0	0	0	0	0	0.000000%
1927	Iceland	0	0	0	0	0	0.000000%
1927	India	0	0	0	0	0	0.000000%
1927	Indonesia	0	0	0	0	0	0.000000%
1927	Iran	0	0	0	0	0	0.000000%
1927	Ireland	0	0	0	0	0	0.000000%
1927	Israel	0	0	0	0	0	0.000000%
1927	Italy	0	0	0	0	0	0.000000%
1927	Japan	0	0	0	0	0	0.000000%
1927	Jordan	0	0	0	0	0	0.000000%
1927	Kazakhstan	0	0	0	0	0	0.000000%
1927	Lebanon	0	0	0	0	0	0.000000%
1927	Liechtenstein	0	0	0	0	0	0.000000%
1927	Lithuania	0	0	0	0	0	0.000000%
1927	Luxembourg	0	0	0	0	0	0.000000%
1927	Malaysia	0	0	0	0	0	0.000000%
1927	Malta	0	0	0	0	0	0.000000%
1927	Mexico	0	0	0	0	0	0.000000%
1927	Mongolia	0	0	0	0	0	0.000000%
1927	Montenegro	0	0	0	0	0	0.000000%
1927	Morocco	0	0	0	0	0	0.000000%
1927	Netherlands	0	0	0	0	0	0.000000%
1927	Netherlands Antilles	0	0	0	0	0	0.000000%
1927	New Zealand	0	0	0	0	0	0.000000%
1927	Norway	0	0	0	0	0	0.000000%
1927	Pakistan	0	0	0	0	0	0.000000%
1927	Palestinian Territory	0	0	0	0	0	0.000000%
1927	Panama	0	0	0	0	0	0.000000%
1927	Peru	0	0	0	0	0	0.000000%
1927	Philippines	0	0	0	0	0	0.000000%
1927	Poland	0	0	0	0	0	0.000000%
1927	Portugal	0	0	0	0	0	0.000000%
1927	Puerto Rico	0	0	0	0	0	0.000000%
1927	Qatar	0	0	0	0	0	0.000000%
1927	Romania	0	0	0	0	0	0.000000%
1927	Russia	0	0	0	0	0	0.000000%
1927	Saudi Arabia	0	0	0	0	0	0.000000%
1927	Senegal	0	0	0	0	0	0.000000%
1927	Serbia	0	0	0	0	0	0.000000%
1927	Serbia and Montenegro	0	0	0	0	0	0.000000%
1927	Singapore	0	0	0	0	0	0.000000%
1927	Slovakia	0	0	0	0	0	0.000000%
1927	Slovenia	0	0	0	0	0	0.000000%
1927	South Africa	0	0	0	0	0	0.000000%
1927	South Korea	0	0	0	0	0	0.000000%
1927	Soviet Union	0	0	0	0	0	0.000000%
1927	Spain	0	0	0	0	0	0.000000%
1927	Sweden	0	0	0	0	0	0.000000%
1927	Switzerland	0	0	0	0	0	0.000000%
1927	Taiwan	0	0	0	0	0	0.000000%
1927	Thailand	0	0	0	0	0	0.000000%
1927	Tunisia	0	0	0	0	0	0.000000%
1927	Turkey	0	0	0	0	0	0.000000%
1927	Uganda	0	0	0	0	0	0.000000%
1927	Ukraine	0	0	0	0	0	0.000000%
1927	United Arab Emirates	0	0	0	0	0	0.000000%
1927	United Kingdom	1	0	1	0	0	0.000000%
1927	United States of America	7	2	2	1	2	28.571429%
1927	Uruguay	0	0	0	0	0	0.000000%
1927	Venezuela	0	0	0	0	0	0.000000%
1928	Albania	0	0	0	0	0	0.000000%
1928	Algeria	0	0	0	0	0	0.000000%
1928	Angola	0	0	0	0	0	0.000000%
1928	Argentina	0	0	0	0	0	0.000000%
1928	Australia	0	0	0	0	0	0.000000%
1928	Austria	0	0	0	0	0	0.000000%
1928	Bahamas	0	0	0	0	0	0.000000%
1928	Belgium	0	0	0	0	0	0.000000%
1928	Bolivia	0	0	0	0	0	0.000000%
1928	Bosnia and Herzegovina	0	0	0	0	0	0.000000%
1928	Brazil	0	0	0	0	0	0.000000%
1928	Bulgaria	0	0	0	0	0	0.000000%
1928	Cambodia	0	0	0	0	0	0.000000%
1928	Cameroon	0	0	0	0	0	0.000000%
1928	Canada	0	0	0	0	0	0.000000%
1928	Chile	0	0	0	0	0	0.000000%
1928	China	0	0	0	0	0	0.000000%
1928	Colombia	0	0	0	0	0	0.000000%
1928	Congo	0	0	0	0	0	0.000000%
1928	Costa Rica	0	0	0	0	0	0.000000%
1928	Croatia	0	0	0	0	0	0.000000%
1928	Cuba	0	0	0	0	0	0.000000%
1928	Cyprus	0	0	0	0	0	0.000000%
1928	Czech Republic	0	0	0	0	0	0.000000%
1928	Denmark	0	0	0	0	0	0.000000%
1928	Ecuador	0	0	0	0	0	0.000000%
1928	Egypt	0	0	0	0	0	0.000000%
1928	Estonia	0	0	0	0	0	0.000000%
1928	Finland	0	0	0	0	0	0.000000%
1928	France	1	1	0	0	0	0.000000%
1928	French Polynesia	0	0	0	0	0	0.000000%
1928	Georgia	0	0	0	0	0	0.000000%
1928	Germany	0	0	0	0	0	0.000000%
1928	Greece	0	0	0	0	0	0.000000%
1928	Hong Kong	0	0	0	0	0	0.000000%
1928	Hungary	0	0	0	0	0	0.000000%
1928	Iceland	0	0	0	0	0	0.000000%
1928	India	0	0	0	0	0	0.000000%
1928	Indonesia	0	0	0	0	0	0.000000%
1928	Iran	0	0	0	0	0	0.000000%
1928	Ireland	0	0	0	0	0	0.000000%
1928	Israel	0	0	0	0	0	0.000000%
1928	Italy	0	0	0	0	0	0.000000%
1928	Japan	0	0	0	0	0	0.000000%
1928	Jordan	0	0	0	0	0	0.000000%
1928	Kazakhstan	0	0	0	0	0	0.000000%
1928	Lebanon	0	0	0	0	0	0.000000%
1928	Liechtenstein	0	0	0	0	0	0.000000%
1928	Lithuania	0	0	0	0	0	0.000000%
1928	Luxembourg	0	0	0	0	0	0.000000%
1928	Malaysia	0	0	0	0	0	0.000000%
1928	Malta	0	0	0	0	0	0.000000%
1928	Mexico	0	0	0	0	0	0.000000%
1928	Mongolia	0	0	0	0	0	0.000000%
1928	Montenegro	0	0	0	0	0	0.000000%
1928	Morocco	0	0	0	0	0	0.000000%
1928	Netherlands	0	0	0	0	0	0.000000%
1928	Netherlands Antilles	0	0	0	0	0	0.000000%
1928	New Zealand	0	0	0	0	0	0.000000%
1928	Norway	0	0	0	0	0	0.000000%
1928	Pakistan	0	0	0	0	0	0.000000%
1928	Palestinian Territory	0	0	0	0	0	0.000000%
1928	Panama	0	0	0	0	0	0.000000%
1928	Peru	0	0	0	0	0	0.000000%
1928	Philippines	0	0	0	0	0	0.000000%
1928	Poland	0	0	0	0	0	0.000000%
1928	Portugal	0	0	0	0	0	0.000000%
1928	Puerto Rico	0	0	0	0	0	0.000000%
1928	Qatar	0	0	0	0	0	0.000000%
1928	Romania	0	0	0	0	0	0.000000%
1928	Russia	0	0	0	0	0	0.000000%
1928	Saudi Arabia	0	0	0	0	0	0.000000%
1928	Senegal	0	0	0	0	0	0.000000%
1928	Serbia	0	0	0	0	0	0.000000%
1928	Serbia and Montenegro	0	0	0	0	0	0.000000%
1928	Singapore	0	0	0	0	0	0.000000%
1928	Slovakia	0	0	0	0	0	0.000000%
1928	Slovenia	0	0	0	0	0	0.000000%
1928	South Africa	0	0	0	0	0	0.000000%
1928	South Korea	0	0	0	0	0	0.000000%
1928	Soviet Union	0	0	0	0	0	0.000000%
1928	Spain	0	0	0	0	0	0.000000%
1928	Sweden	0	0	0	0	0	0.000000%
1928	Switzerland	0	0	0	0	0	0.000000%
1928	Taiwan	0	0	0	0	0	0.000000%
1928	Thailand	0	0	0	0	0	0.000000%
1928	Tunisia	0	0	0	0	0	0.000000%
1928	Turkey	0	0	0	0	0	0.000000%
1928	Uganda	0	0	0	0	0	0.000000%
1928	Ukraine	0	0	0	0	0	0.000000%
1928	United Arab Emirates	0	0	0	0	0	0.000000%
1928	United Kingdom	0	0	0	0	0	0.000000%
1928	United States of America	11	6	1	3	1	9.090909%
1928	Uruguay	0	0	0	0	0	0.000000%
1928	Venezuela	0	0	0	0	0	0.000000%
1929	Albania	0	0	0	0	0	0.000000%
1929	Algeria	0	0	0	0	0	0.000000%
1929	Angola	0	0	0	0	0	0.000000%
1929	Argentina	0	0	0	0	0	0.000000%
1929	Australia	0	0	0	0	0	0.000000%
1929	Austria	0	0	0	0	0	0.000000%
1929	Bahamas	0	0	0	0	0	0.000000%
1929	Belgium	0	0	0	0	0	0.000000%
1929	Bolivia	0	0	0	0	0	0.000000%
1929	Bosnia and Herzegovina	0	0	0	0	0	0.000000%
1929	Brazil	0	0	0	0	0	0.000000%
1929	Bulgaria	0	0	0	0	0	0.000000%
1929	Cambodia	0	0	0	0	0	0.000000%
1929	Cameroon	0	0	0	0	0	0.000000%
1929	Canada	0	0	0	0	0	0.000000%
1929	Chile	0	0	0	0	0	0.000000%
1929	China	0	0	0	0	0	0.000000%
1929	Colombia	0	0	0	0	0	0.000000%
1929	Congo	0	0	0	0	0	0.000000%
1929	Costa Rica	0	0	0	0	0	0.000000%
1929	Croatia	0	0	0	0	0	0.000000%
1929	Cuba	0	0	0	0	0	0.000000%
1929	Cyprus	0	0	0	0	0	0.000000%
1929	Czech Republic	0	0	0	0	0	0.000000%
1929	Denmark	0	0	0	0	0	0.000000%
1929	Ecuador	0	0	0	0	0	0.000000%
1929	Egypt	0	0	0	0	0	0.000000%
1929	Estonia	0	0	0	0	0	0.000000%
1929	Finland	0	0	0	0	0	0.000000%
1929	France	1	1	0	0	0	0.000000%
1929	French Polynesia	0	0	0	0	0	0.000000%
1929	Georgia	0	0	0	0	0	0.000000%
1929	Germany	1	0	0	0	1	100.000000%
1929	Greece	0	0	0	0	0	0.000000%
1929	Hong Kong	0	0	0	0	0	0.000000%
1929	Hungary	0	0	0	0	0	0.000000%
1929	Iceland	0	0	0	0	0	0.000000%
1929	India	0	0	0	0	0	0.000000%
1929	Indonesia	0	0	0	0	0	0.000000%
1929	Iran	0	0	0	0	0	0.000000%
1929	Ireland	0	0	0	0	0	0.000000%
1929	Israel	0	0	0	0	0	0.000000%
1929	Italy	0	0	0	0	0	0.000000%
1929	Japan	0	0	0	0	0	0.000000%
1929	Jordan	0	0	0	0	0	0.000000%
1929	Kazakhstan	0	0	0	0	0	0.000000%
1929	Lebanon	0	0	0	0	0	0.000000%
1929	Liechtenstein	0	0	0	0	0	0.000000%
1929	Lithuania	0	0	0	0	0	0.000000%
1929	Luxembourg	0	0	0	0	0	0.000000%
1929	Malaysia	0	0	0	0	0	0.000000%
1929	Malta	0	0	0	0	0	0.000000%
1929	Mexico	0	0	0	0	0	0.000000%
1929	Mongolia	0	0	0	0	0	0.000000%
1929	Montenegro	0	0	0	0	0	0.000000%
1929	Morocco	0	0	0	0	0	0.000000%
1929	Netherlands	0	0	0	0	0	0.000000%
1929	Netherlands Antilles	0	0	0	0	0	0.000000%
1929	New Zealand	0	0	0	0	0	0.000000%
1929	Norway	0	0	0	0	0	0.000000%
1929	Pakistan	0	0	0	0	0	0.000000%
1929	Palestinian Territory	0	0	0	0	0	0.000000%
1929	Panama	0	0	0	0	0	0.000000%
1929	Peru	0	0	0	0	0	0.000000%
1929	Philippines	0	0	0	0	0	0.000000%
1929	Poland	0	0	0	0	0	0.000000%
1929	Portugal	0	0	0	0	0	0.000000%
1929	Puerto Rico	0	0	0	0	0	0.000000%
1929	Qatar	0	0	0	0	0	0.000000%
1929	Romania	0	0	0	0	0	0.000000%
1929	Russia	0	0	0	0	0	0.000000%
1929	Saudi Arabia	0	0	0	0	0	0.000000%
1929	Senegal	0	0	0	0	0	0.000000%
1929	Serbia	0	0	0	0	0	0.000000%
1929	Serbia and Montenegro	0	0	0	0	0	0.000000%
1929	Singapore	0	0	0	0	0	0.000000%
1929	Slovakia	0	0	0	0	0	0.000000%
1929	Slovenia	0	0	0	0	0	0.000000%
1929	South Africa	0	0	0	0	0	0.000000%
1929	South Korea	0	0	0	0	0	0.000000%
1929	Soviet Union	1	1	0	0	0	0.000000%
1929	Spain	0	0	0	0	0	0.000000%
1929	Sweden	0	0	0	0	0	0.000000%
1929	Switzerland	0	0	0	0	0	0.000000%
1929	Taiwan	0	0	0	0	0	0.000000%
1929	Thailand	0	0	0	0	0	0.000000%
1929	Tunisia	0	0	0	0	0	0.000000%
1929	Turkey	0	0	0	0	0	0.000000%
1929	Uganda	0	0	0	0	0	0.000000%
1929	Ukraine	0	0	0	0	0	0.000000%
1929	United Arab Emirates	0	0	0	0	0	0.000000%
1929	United Kingdom	2	0	0	1	1	50.000000%
1929	United States of America	2	0	0	1	1	50.000000%
1929	Uruguay	0	0	0	0	0	0.000000%
1929	Venezuela	0	0	0	0	0	0.000000%
1930	Albania	0	0	0	0	0	0.000000%
1930	Algeria	0	0	0	0	0	0.000000%
1930	Angola	0	0	0	0	0	0.000000%
1930	Argentina	0	0	0	0	0	0.000000%
1930	Australia	0	0	0	0	0	0.000000%
1930	Austria	0	0	0	0	0	0.000000%
1930	Bahamas	0	0	0	0	0	0.000000%
1930	Belgium	0	0	0	0	0	0.000000%
1930	Bolivia	0	0	0	0	0	0.000000%
1930	Bosnia and Herzegovina	0	0	0	0	0	0.000000%
1930	Brazil	0	0	0	0	0	0.000000%
1930	Bulgaria	0	0	0	0	0	0.000000%
1930	Cambodia	0	0	0	0	0	0.000000%
1930	Cameroon	0	0	0	0	0	0.000000%
1930	Canada	0	0	0	0	0	0.000000%
1930	Chile	0	0	0	0	0	0.000000%
1930	China	0	0	0	0	0	0.000000%
1930	Colombia	0	0	0	0	0	0.000000%
1930	Congo	0	0	0	0	0	0.000000%
1930	Costa Rica	0	0	0	0	0	0.000000%
1930	Croatia	0	0	0	0	0	0.000000%
1930	Cuba	0	0	0	0	0	0.000000%
1930	Cyprus	0	0	0	0	0	0.000000%
1930	Czech Republic	0	0	0	0	0	0.000000%
1930	Denmark	0	0	0	0	0	0.000000%
1930	Ecuador	0	0	0	0	0	0.000000%
1930	Egypt	0	0	0	0	0	0.000000%
1930	Estonia	0	0	0	0	0	0.000000%
1930	Finland	0	0	0	0	0	0.000000%
1930	France	1	1	0	0	0	0.000000%
1930	French Polynesia	0	0	0	0	0	0.000000%
1930	Georgia	0	0	0	0	0	0.000000%
1930	Germany	1	0	1	0	0	0.000000%
1930	Greece	0	0	0	0	0	0.000000%
1930	Hong Kong	0	0	0	0	0	0.000000%
1930	Hungary	0	0	0	0	0	0.000000%
1930	Iceland	0	0	0	0	0	0.000000%
1930	India	0	0	0	0	0	0.000000%
1930	Indonesia	0	0	0	0	0	0.000000%
1930	Iran	0	0	0	0	0	0.000000%
1930	Ireland	0	0	0	0	0	0.000000%
1930	Israel	0	0	0	0	0	0.000000%
1930	Italy	0	0	0	0	0	0.000000%
1930	Japan	0	0	0	0	0	0.000000%
1930	Jordan	0	0	0	0	0	0.000000%
1930	Kazakhstan	0	0	0	0	0	0.000000%
1930	Lebanon	0	0	0	0	0	0.000000%
1930	Liechtenstein	0	0	0	0	0	0.000000%
1930	Lithuania	0	0	0	0	0	0.000000%
1930	Luxembourg	0	0	0	0	0	0.000000%
1930	Malaysia	0	0	0	0	0	0.000000%
1930	Malta	0	0	0	0	0	0.000000%
1930	Mexico	0	0	0	0	0	0.000000%
1930	Mongolia	0	0	0	0	0	0.000000%
1930	Montenegro	0	0	0	0	0	0.000000%
1930	Morocco	0	0	0	0	0	0.000000%
1930	Netherlands	0	0	0	0	0	0.000000%
1930	Netherlands Antilles	0	0	0	0	0	0.000000%
1930	New Zealand	0	0	0	0	0	0.000000%
1930	Norway	0	0	0	0	0	0.000000%
1930	Pakistan	0	0	0	0	0	0.000000%
1930	Palestinian Territory	0	0	0	0	0	0.000000%
1930	Panama	0	0	0	0	0	0.000000%
1930	Peru	0	0	0	0	0	0.000000%
1930	Philippines	0	0	0	0	0	0.000000%
1930	Poland	0	0	0	0	0	0.000000%
1930	Portugal	0	0	0	0	0	0.000000%
1930	Puerto Rico	0	0	0	0	0	0.000000%
1930	Qatar	0	0	0	0	0	0.000000%
1930	Romania	0	0	0	0	0	0.000000%
1930	Russia	0	0	0	0	0	0.000000%
1930	Saudi Arabia	0	0	0	0	0	0.000000%
1930	Senegal	0	0	0	0	0	0.000000%
1930	Serbia	0	0	0	0	0	0.000000%
1930	Serbia and Montenegro	0	0	0	0	0	0.000000%
1930	Singapore	0	0	0	0	0	0.000000%
1930	Slovakia	0	0	0	0	0	0.000000%
1930	Slovenia	0	0	0	0	0	0.000000%
1930	South Africa	0	0	0	0	0	0.000000%
1930	South Korea	0	0	0	0	0	0.000000%
1930	Soviet Union	0	0	0	0	0	0.000000%
1930	Spain	0	0	0	0	0	0.000000%
1930	Sweden	0	0	0	0	0	0.000000%
1930	Switzerland	0	0	0	0	0	0.000000%
1930	Taiwan	0	0	0	0	0	0.000000%
1930	Thailand	0	0	0	0	0	0.000000%
1930	Tunisia	0	0	0	0	0	0.000000%
1930	Turkey	0	0	0	0	0	0.000000%
1930	Uganda	0	0	0	0	0	0.000000%
1930	Ukraine	0	0	0	0	0	0.000000%
1930	United Arab Emirates	0	0	0	0	0	0.000000%
1930	United Kingdom	1	0	0	0	1	100.000000%
1930	United States of America	7	1	1	0	5	71.428571%
1930	Uruguay	0	0	0	0	0	0.000000%
1930	Venezuela	0	0	0	0	0	0.000000%
1931	Albania	0	0	0	0	0	0.000000%
1931	Algeria	0	0	0	0	0	0.000000%
1931	Angola	0	0	0	0	0	0.000000%
1931	Argentina	0	0	0	0	0	0.000000%
1931	Australia	0	0	0	0	0	0.000000%
1931	Austria	0	0	0	0	0	0.000000%
1931	Bahamas	0	0	0	0	0	0.000000%
1931	Belgium	0	0	0	0	0	0.000000%
1931	Bolivia	0	0	0	0	0	0.000000%
1931	Bosnia and Herzegovina	0	0	0	0	0	0.000000%
1931	Brazil	0	0	0	0	0	0.000000%
1931	Bulgaria	0	0	0	0	0	0.000000%
1931	Cambodia	0	0	0	0	0	0.000000%
1931	Cameroon	0	0	0	0	0	0.000000%
1931	Canada	0	0	0	0	0	0.000000%
1931	Chile	0	0	0	0	0	0.000000%
1931	China	0	0	0	0	0	0.000000%
1931	Colombia	0	0	0	0	0	0.000000%
1931	Congo	0	0	0	0	0	0.000000%
1931	Costa Rica	0	0	0	0	0	0.000000%
1931	Croatia	0	0	0	0	0	0.000000%
1931	Cuba	0	0	0	0	0	0.000000%
1931	Cyprus	0	0	0	0	0	0.000000%
1931	Czech Republic	0	0	0	0	0	0.000000%
1931	Denmark	0	0	0	0	0	0.000000%
1931	Ecuador	0	0	0	0	0	0.000000%
1931	Egypt	0	0	0	0	0	0.000000%
1931	Estonia	0	0	0	0	0	0.000000%
1931	Finland	0	0	0	0	0	0.000000%
1931	France	2	0	1	0	1	50.000000%
1931	French Polynesia	0	0	0	0	0	0.000000%
1931	Georgia	0	0	0	0	0	0.000000%
1931	Germany	2	0	0	0	2	100.000000%
1931	Greece	0	0	0	0	0	0.000000%
1931	Hong Kong	0	0	0	0	0	0.000000%
1931	Hungary	0	0	0	0	0	0.000000%
1931	Iceland	0	0	0	0	0	0.000000%
1931	India	0	0	0	0	0	0.000000%
1931	Indonesia	0	0	0	0	0	0.000000%
1931	Iran	0	0	0	0	0	0.000000%
1931	Ireland	0	0	0	0	0	0.000000%
1931	Israel	0	0	0	0	0	0.000000%
1931	Italy	0	0	0	0	0	0.000000%
1931	Japan	0	0	0	0	0	0.000000%
1931	Jordan	0	0	0	0	0	0.000000%
1931	Kazakhstan	0	0	0	0	0	0.000000%
1931	Lebanon	0	0	0	0	0	0.000000%
1931	Liechtenstein	0	0	0	0	0	0.000000%
1931	Lithuania	0	0	0	0	0	0.000000%
1931	Luxembourg	0	0	0	0	0	0.000000%
1931	Malaysia	0	0	0	0	0	0.000000%
1931	Malta	0	0	0	0	0	0.000000%
1931	Mexico	0	0	0	0	0	0.000000%
1931	Mongolia	0	0	0	0	0	0.000000%
1931	Montenegro	0	0	0	0	0	0.000000%
1931	Morocco	0	0	0	0	0	0.000000%
1931	Netherlands	0	0	0	0	0	0.000000%
1931	Netherlands Antilles	0	0	0	0	0	0.000000%
1931	New Zealand	0	0	0	0	0	0.000000%
1931	Norway	0	0	0	0	0	0.000000%
1931	Pakistan	0	0	0	0	0	0.000000%
1931	Palestinian Territory	0	0	0	0	0	0.000000%
1931	Panama	0	0	0	0	0	0.000000%
1931	Peru	0	0	0	0	0	0.000000%
1931	Philippines	0	0	0	0	0	0.000000%
1931	Poland	0	0	0	0	0	0.000000%
1931	Portugal	0	0	0	0	0	0.000000%
1931	Puerto Rico	0	0	0	0	0	0.000000%
1931	Qatar	0	0	0	0	0	0.000000%
1931	Romania	0	0	0	0	0	0.000000%
1931	Russia	0	0	0	0	0	0.000000%
1931	Saudi Arabia	0	0	0	0	0	0.000000%
1931	Senegal	0	0	0	0	0	0.000000%
1931	Serbia	0	0	0	0	0	0.000000%
1931	Serbia and Montenegro	0	0	0	0	0	0.000000%
1931	Singapore	0	0	0	0	0	0.000000%
1931	Slovakia	0	0	0	0	0	0.000000%
1931	Slovenia	0	0	0	0	0	0.000000%
1931	South Africa	0	0	0	0	0	0.000000%
1931	South Korea	0	0	0	0	0	0.000000%
1931	Soviet Union	0	0	0	0	0	0.000000%
1931	Spain	0	0	0	0	0	0.000000%
1931	Sweden	0	0	0	0	0	0.000000%
1931	Switzerland	0	0	0	0	0	0.000000%
1931	Taiwan	0	0	0	0	0	0.000000%
1931	Thailand	0	0	0	0	0	0.000000%
1931	Tunisia	0	0	0	0	0	0.000000%
1931	Turkey	0	0	0	0	0	0.000000%
1931	Uganda	0	0	0	0	0	0.000000%
1931	Ukraine	0	0	0	0	0	0.000000%
1931	United Arab Emirates	0	0	0	0	0	0.000000%
1931	United Kingdom	2	0	0	1	1	50.000000%
1931	United States of America	12	2	3	2	5	41.666667%
1931	Uruguay	0	0	0	0	0	0.000000%
1931	Venezuela	0	0	0	0	0	0.000000%
1932	Albania	0	0	0	0	0	0.000000%
1932	Algeria	0	0	0	0	0	0.000000%
1932	Angola	0	0	0	0	0	0.000000%
1932	Argentina	0	0	0	0	0	0.000000%
1932	Australia	0	0	0	0	0	0.000000%
1932	Austria	0	0	0	0	0	0.000000%
1932	Bahamas	0	0	0	0	0	0.000000%
1932	Belgium	0	0	0	0	0	0.000000%
1932	Bolivia	0	0	0	0	0	0.000000%
1932	Bosnia and Herzegovina	0	0	0	0	0	0.000000%
1932	Brazil	0	0	0	0	0	0.000000%
1932	Bulgaria	0	0	0	0	0	0.000000%
1932	Cambodia	0	0	0	0	0	0.000000%
1932	Cameroon	0	0	0	0	0	0.000000%
1932	Canada	0	0	0	0	0	0.000000%
1932	Chile	0	0	0	0	0	0.000000%
1932	China	0	0	0	0	0	0.000000%
1932	Colombia	0	0	0	0	0	0.000000%
1932	Congo	0	0	0	0	0	0.000000%
1932	Costa Rica	0	0	0	0	0	0.000000%
1932	Croatia	0	0	0	0	0	0.000000%
1932	Cuba	0	0	0	0	0	0.000000%
1932	Cyprus	0	0	0	0	0	0.000000%
1932	Czech Republic	0	0	0	0	0	0.000000%
1932	Denmark	0	0	0	0	0	0.000000%
1932	Ecuador	0	0	0	0	0	0.000000%
1932	Egypt	0	0	0	0	0	0.000000%
1932	Estonia	0	0	0	0	0	0.000000%
1932	Finland	0	0	0	0	0	0.000000%
1932	France	2	0	1	0	1	50.000000%
1932	French Polynesia	0	0	0	0	0	0.000000%
1932	Georgia	0	0	0	0	0	0.000000%
1932	Germany	2	0	1	0	1	50.000000%
1932	Greece	0	0	0	0	0	0.000000%
1932	Hong Kong	0	0	0	0	0	0.000000%
1932	Hungary	0	0	0	0	0	0.000000%
1932	Iceland	0	0	0	0	0	0.000000%
1932	India	0	0	0	0	0	0.000000%
1932	Indonesia	0	0	0	0	0	0.000000%
1932	Iran	0	0	0	0	0	0.000000%
1932	Ireland	0	0	0	0	0	0.000000%
1932	Israel	0	0	0	0	0	0.000000%
1932	Italy	0	0	0	0	0	0.000000%
1932	Japan	1	0	1	0	0	0.000000%
1932	Jordan	0	0	0	0	0	0.000000%
1932	Kazakhstan	0	0	0	0	0	0.000000%
1932	Lebanon	0	0	0	0	0	0.000000%
1932	Liechtenstein	0	0	0	0	0	0.000000%
1932	Lithuania	0	0	0	0	0	0.000000%
1932	Luxembourg	0	0	0	0	0	0.000000%
1932	Malaysia	0	0	0	0	0	0.000000%
1932	Malta	0	0	0	0	0	0.000000%
1932	Mexico	0	0	0	0	0	0.000000%
1932	Mongolia	0	0	0	0	0	0.000000%
1932	Montenegro	0	0	0	0	0	0.000000%
1932	Morocco	0	0	0	0	0	0.000000%
1932	Netherlands	0	0	0	0	0	0.000000%
1932	Netherlands Antilles	0	0	0	0	0	0.000000%
1932	New Zealand	0	0	0	0	0	0.000000%
1932	Norway	0	0	0	0	0	0.000000%
1932	Pakistan	0	0	0	0	0	0.000000%
1932	Palestinian Territory	0	0	0	0	0	0.000000%
1932	Panama	0	0	0	0	0	0.000000%
1932	Peru	0	0	0	0	0	0.000000%
1932	Philippines	0	0	0	0	0	0.000000%
1932	Poland	0	0	0	0	0	0.000000%
1932	Portugal	0	0	0	0	0	0.000000%
1932	Puerto Rico	0	0	0	0	0	0.000000%
1932	Qatar	0	0	0	0	0	0.000000%
1932	Romania	0	0	0	0	0	0.000000%
1932	Russia	0	0	0	0	0	0.000000%
1932	Saudi Arabia	0	0	0	0	0	0.000000%
1932	Senegal	0	0	0	0	0	0.000000%
1932	Serbia	0	0	0	0	0	0.000000%
1932	Serbia and Montenegro	0	0	0	0	0	0.000000%
1932	Singapore	0	0	0	0	0	0.000000%
1932	Slovakia	0	0	0	0	0	0.000000%
1932	Slovenia	0	0	0	0	0	0.000000%
1932	South Africa	0	0	0	0	0	0.000000%
1932	South Korea	0	0	0	0	0	0.000000%
1932	Soviet Union	0	0	0	0	0	0.000000%
1932	Spain	0	0	0	0	0	0.000000%
1932	Sweden	0	0	0	0	0	0.000000%
1932	Switzerland	0	0	0	0	0	0.000000%
1932	Taiwan	0	0	0	0	0	0.000000%
1932	Thailand	0	0	0	0	0	0.000000%
1932	Tunisia	0	0	0	0	0	0.000000%
1932	Turkey	0	0	0	0	0	0.000000%
1932	Uganda	0	0	0	0	0	0.000000%
1932	Ukraine	0	0	0	0	0	0.000000%
1932	United Arab Emirates	0	0	0	0	0	0.000000%
1932	United Kingdom	1	1	0	0	0	0.000000%
1932	United States of America	15	2	5	2	6	40.000000%
1932	Uruguay	0	0	0	0	0	0.000000%
1932	Venezuela	0	0	0	0	0	0.000000%
1933	Albania	0	0	0	0	0	0.000000%
1933	Algeria	0	0	0	0	0	0.000000%
1933	Angola	0	0	0	0	0	0.000000%
1933	Argentina	0	0	0	0	0	0.000000%
1933	Australia	0	0	0	0	0	0.000000%
1933	Austria	0	0	0	0	0	0.000000%
1933	Bahamas	0	0	0	0	0	0.000000%
1933	Belgium	0	0	0	0	0	0.000000%
1933	Bolivia	0	0	0	0	0	0.000000%
1933	Bosnia and Herzegovina	0	0	0	0	0	0.000000%
1933	Brazil	0	0	0	0	0	0.000000%
1933	Bulgaria	0	0	0	0	0	0.000000%
1933	Cambodia	0	0	0	0	0	0.000000%
